Id,SalePrice
2658,171080.25588898442
2718,181874.40700316022
2414,220200.33318642678
1989,105710.18210420886
625,162920.53670703608
333,94124.34722115065
1327,92882.24781227729
858,126527.15376538655
95,227653.32215468155
1568,173957.05695177696
2482,172385.97182511224
1364,133692.8009577467
2584,169654.51352263626
818,312410.2411501863
2673,171071.34100712708
2089,131604.98072688456
1297,164811.99221426935
790,115946.78835436713
2616,198133.14255931193
720,212890.5895665387
222,109683.05806009856
557,106662.31230381934
1148,197970.32886931964
2766,140523.77702571766
534,206975.69167618442
1452,108889.3946049792
630,107544.67090007162
2648,121083.29283277283
125,154633.6511098711
1904,25985.82253904885
1670,75898.37489319814
756,97498.18402777042
717,260286.36851248902
1032,144088.53995499865
852,220429.1665315869
1731,217854.3222456238
2639,112071.767325875
2071,85171.00698435807
1267,117695.15835604479
1851,210949.29260775063
567,179235.70973079267
2439,231509.58325938846
1898,146266.85341474426
647,132738.3705994879
2256,210153.1602053676
979,96599.59959772055
1444,237468.30562942324
2485,112011.57711197517
157,108441.58193722356
88,118134.30781718518
2003,112646.47292126121
186,237647.77208427724
1425,263944.4211144588
2695,124389.42548764555
738,104704.19589276158
395,152556.38865666103
1353,192302.80347749114
1878,122768.87780733092
390,191994.16651672043
1456,243295.60791770008
1103,295355.4343082224
1387,114994.7109142131
2070,125894.76223692705
1199,206166.04519214656
2479,199043.20752052532
501,275499.0850108849
2362,63705.375540196546
1718,181319.41540518182
2188,29197.086730849463
1483,147446.91694845178
2557,69482.11960590503
437,318863.7433878329
2224,171834.64273691352
1628,202837.14380550093
397,110399.94431351812
587,185072.7996855179
971,178092.8099776354
2611,150965.28993435006
1887,94691.07625544432
2399,305925.414823844
2148,218042.61009564006
304,122269.21191840072
1997,120707.93108458782
2817,107284.91289381369
1431,208737.7804184599
427,295991.22032799304
263,123093.61337923643
598,161910.00922848785
2895,235545.88463796012
687,172012.50302853168
1822,103248.57802154764
2191,90011.96203678579
179,138720.1514453519
1009,215438.936287986
2010,117936.8174974526
1991,158443.4817848442
1411,142864.17704358127
1721,242618.00560090865
1144,207614.5278029818
593,252963.74681837868
575,232964.29187617765
1249,199785.61468754208
1604,114216.59064036852
1064,366757.4041611798
1923,153090.15867987566
1988,81635.61687683768
2325,182868.98515560536
114,200275.17809569335
2700,214956.3646610804
217,133491.6948582906
343,183780.02187767427
386,254306.2831911511
2005,110532.6273104985
2908,133621.33072438382
1814,207308.62829110434
2446,436534.80424411816
208,150127.75965287967
1679,141517.06949697423
822,293519.6127408169
6,203837.8172819364
1781,336150.5268410343
2397,288751.08113921445
2340,278827.94939093187
1618,182734.14419645804
2843,143889.12268496875
1061,335782.22073723294
2786,118417.19856249436
1935,110282.02388411236
1341,107493.7334428177
521,288808.2519523116
2136,132642.2852302658
996,202919.74178277527
227,158992.6858269024
135,147549.4732689379
1167,192312.00408688758
294,221600.90664739127
1776,215504.01464624924
540,196521.22814572614
1717,181319.41540518182
2303,111612.27372373745
