Id,SalePrice
2658,153886.07149927312
2718,168070.38324583686
2414,189888.94181547253
1989,97674.87512360158
625,182837.90352708238
333,83370.77679045894
1327,87232.27295020595
858,151600.7178153738
95,192081.27711475
1568,177774.15341847172
2482,155547.68138937783
1364,127928.53101144661
2584,149670.86567709842
818,251934.95808043488
2673,171101.8339490923
2089,117648.8257396954
1297,142270.35467852184
790,118533.74389454629
2616,216490.7856575019
720,208903.41966842086
222,127100.46823885216
557,126698.00168287542
1148,184880.68338927237
2766,169596.14929065935
534,172942.40257849934
1452,133240.1689696744
630,116046.53726601024
2648,124655.79725630287
125,160385.94757454927
1904,35410.54827569198
1670,92301.8317011185
756,89318.0613765441
717,234471.13770740473
1032,147284.1870728711
852,217877.1974122972
1731,172291.76630907622
2639,130527.39722634034
2071,83330.66975468307
1267,91720.86663768993
1851,198552.87230939962
567,151613.07333901964
2439,202208.38110696673
1898,151567.21384586592
647,164824.12753901153
2256,242553.01818990463
979,84650.22338571376
1444,215675.92499754165
2485,124398.96573137425
157,119863.39174954122
88,127946.97377090633
2003,103458.01621557507
186,221494.07191633963
1425,238421.37194535602
2695,112540.33316692308
738,118541.6589284227
395,148056.1124855421
1353,192116.2575423964
1878,134651.35641389992
390,161868.73469155547
1456,227179.55759039219
1103,347028.6231139033
1387,150987.38306699728
2070,143503.36452150118
1199,172026.5358970325
2479,168796.36960152286
501,305134.13748291566
2362,71104.48564111828
1718,238139.69947955234
2188,60725.48594914052
1483,142713.0861523454
2557,78250.94644476028
437,344363.2064173998
2224,192750.1896127317
1628,167520.99124017663
397,129327.61270975549
587,190271.17069575918
971,150812.2624468714
2611,153633.70961126007
1887,80404.60910001674
2399,358930.52007095626
2148,199045.0068142822
304,136908.91588233443
1997,122218.9146111809
2817,123721.72976404973
1431,192350.419357627
427,333075.6067485751
263,137301.41902683416
598,171866.66875294346
2895,252725.41399369843
687,149502.75609625434
1822,127661.94588298717
2191,112236.46822132776
179,123012.94478677292
1009,259907.985180207
2010,123552.03206786019
1991,150110.2683681041
1411,211819.84509202314
1721,258921.83276219264
1144,179890.3798031166
593,193677.48701268143
575,281314.6514370732
1249,185421.99102044612
1604,119104.01579044285
1064,460922.05869685306
1923,163514.0727093657
1988,95509.54724555314
2325,172855.27489103196
114,186618.3800612621
2700,190658.9431825309
217,143574.45673995532
343,196085.00064570352
386,224522.2822227393
2005,101886.53846446436
2908,116847.10272065573
1814,218021.51540242258
2446,471065.6098626971
208,138589.21954041417
1679,103019.52229552978
822,296510.4086785469
6,199198.5891227995
1781,368340.9365236944
2397,296728.5564343495
2340,335357.1728430493
1618,166428.5023933363
2843,136531.42839745636
1061,368508.8078595709
2786,135972.18587690106
1935,128184.36548697448
1341,113456.62682124513
521,261073.38991966093
2136,145930.82177937086
996,200046.49333958718
227,138670.48754443187
135,170873.59606087324
1167,189251.8679182129
294,248155.28391305747
1776,204486.06258845754
540,158208.7519541524
1717,233790.21964127402
2303,121049.9815493736
116,181891.62796347315
127,108748.14192245869
1371,133518.10698966216
1014,164257.53855892067
1507,103045.19863845748
702,139833.87066054717
750,161386.56203104256
261,166233.91431239215
1559,63416.98409017497
577,212143.40230043285
2812,195543.3598087678
2080,169468.26829138634
1368,119295.7762587986
2376,113730.43748651797
659,86464.74398480167
1235,141021.2684654749
332,57455.50584510558
1917,141940.3779103713
2094,216846.02852030977
1460,265975.2657415634
1471,218751.9984129612
1509,122354.56554460505
1922,129385.81262377268
433,457863.09949786006
460,274041.0923603664
1116,249721.90115275478
1137,166314.81746737048
53,171412.87661081992
2354,257216.22864428844
1475,196076.489244876
1761,511721.0873869766
842,147314.18175217157
2739,178964.30603496742
2509,157141.34671685574
1007,195248.95511328257
2610,193090.84462505585
1952,67832.04879661852
2719,188996.30909211244
2921,80204.93828311797
1966,141392.5492122381
292,101271.49338330896
1204,198484.21213576413
1829,229984.99989311653
2419,180803.91931361004
391,145536.134526709
798,125671.35418785881
481,191853.6621519741
193,209310.92876864993
555,111381.58297092648
899,53511.380722110945
2357,183896.2740819336
328,125285.65032155701
1356,117695.5876819189
1154,108293.72513040551
1730,165830.3817927327
2249,156753.00543231447
1119,267598.53154040937
2856,137263.76186069328
1394,136976.862684502
2587,127386.97257968868
61,318113.2832814366
2661,196916.31571434403
2711,138330.44676464595
1147,181417.74761085806
757,122980.64072137143
2623,74755.4730545102
2378,133398.08719797825
1413,151539.47132782594
1722,243480.94737828686
1112,211559.7664823313
1623,198819.21867985578
1201,185820.1981893879
1513,114626.50560378659
957,292570.52218123735
1171,272194.5178524658
1145,192492.9296348097
2726,254319.4789984011
703,142013.72001344286
760,101253.97781679776
1964,124302.95217040094
2512,197017.56109970034
159,124448.23559276856
1281,182628.7188446317
468,168665.15119412588
290,116809.98629262543
665,96509.01694312476
1463,246286.21767873538
1792,220854.22591928777
923,169036.49594424985
500,292997.58122593816
1408,175834.40306213842
331,48594.71659259181
170,144506.8177000041
2192,82141.36406755718
2571,284618.2167727139
2314,171074.88962719092
2647,84903.57466119097
422,410094.5055628177
2457,332752.6060871451
1838,191768.31394034924
2805,232988.69097286573
1645,132740.4619938086
1711,308016.34697613603
2825,216988.70316247427
322,289601.32933823543
2103,245524.1336515568
342,126061.94380851861
600,111672.7464409023
488,187698.90851387702
1725,306401.3572553661
2246,284017.7348707585
2847,146538.1340624232
806,234535.4991244445
530,226055.961472718
963,214830.6910610622
2678,86078.10470612728
171,79325.89034607475
2401,408221.2519195238
805,206663.45602531024
2259,289699.3957152171
1748,174186.46582477188
1361,148113.0683857042
1677,116876.8406222307
1406,172002.1868718326
2322,219809.59088570357
688,173209.65478274776
143,154595.45792571825
804,194900.82409471532
1214,173959.64392573124
2828,136955.18429901372
1999,208205.0847318091
2467,192780.03567898058
2665,169346.35341984336
1538,361768.44014027825
398,108923.0567824619
2822,145239.09400839364
2157,145513.44003149352
1856,178073.84301089824
1269,93701.17994220863
2570,128998.85871572036
2320,225351.53192719223
1517,139097.50151001493
2304,105571.38802731299
1312,86961.07043170961
2012,145098.24417406713
506,235559.65674495418
2865,243703.40023453633
2367,99130.14144126943
554,98587.57108271783
238,150557.05565822593
1954,108101.97505215157
2488,139483.75618671448
2291,63275.00092495464
1969,87369.58870940766
2725,173172.33180742592
1482,142713.0861523454
2763,200794.10949079902
503,264565.1423266321
1584,249412.6513490965
1531,156948.68628219594
2210,204705.5158995988
459,326048.8358745318
556,138387.95760788198
1347,157641.09971554342
1290,59402.21354002843
1388,89417.91058569544
1571,228043.69191420136
2754,186416.76759901116
765,120982.70373268632
2494,127411.70226928429
2870,256551.34939915856
7,265168.3127051006
1114,253912.36066298262
2418,263358.41110856074
291,125955.96722405226
18,354492.26442947367
39,363580.23955421516
1001,294716.35643730755
2442,234263.80002607103
616,104135.46942333961
2680,52182.019895774574
1414,142879.31773313606
289,136201.30064655584
40,276617.52857003774
860,145500.77561336354
409,136711.18416114795
673,164228.38746947423
2427,171260.9114891774
2036,220079.1449085357
2564,138532.60313831927
642,172919.15190491744
1008,190610.2576349448
1908,158540.249344472
2519,186784.86996679203
1369,99150.72580823622
2855,201162.4089321184
712,86921.33433852563
1943,108812.5549396229
1958,132954.72648877284
107,144504.5112032179
2295,203440.0703894541
704,94458.17289593533
676,126102.06167369109
259,192104.06061969112
93,309951.4393598142
106,239741.5513853156
2315,179952.7102452083
1050,95464.45732794821
1095,198639.7812954309
2709,149940.64219399248
758,165470.47010132356
1496,153853.30196546987
2370,125977.6983573233
2458,282584.9383951885
2733,142482.72502671785
161,270449.6934396968
726,146543.9516235903
845,212555.4610917399
947,235702.88233187248
2232,123619.77220673457
2563,157992.98048833336
2299,169476.98327313515
211,116924.1633841818
605,166766.66415968706
1478,194163.91703811238
2247,284097.60833014257
2274,243428.93523690297
2869,237392.53140915866
967,220104.023345762
2656,98673.26434759752
667,221080.48248458473
1042,111666.56307277706
2023,169817.69214777224
2447,376432.4101179692
2055,111725.74556839903
2275,256114.01810200093
2204,183871.1038132824
1563,270476.65974812413
483,251376.44499507424
796,125229.67921597968
1526,177153.53259454246
2042,135453.2799297655
442,341690.2861433023
1693,313514.50397128443
1468,221469.03827045817
1430,202166.52985494444
2605,177577.268776181
1529,213193.04429592827
335,153994.8343735498
1287,120013.01160901404
31,96922.5048091968
1785,291350.286349395
82,177728.28476233498
2620,131638.9671256697
252,187566.2459174154
721,36243.78918486327
2165,169457.35648639864
2316,187624.589957204
775,117499.94619088105
1558,93721.8643484367
17,238166.23821353773
1022,222366.29081157135
925,134576.3967733808
438,290291.51379389974
1270,157456.11123412257
1272,119004.769996082
215,142532.8420168596
266,224720.39127667004
2402,289558.3209516763
1250,143655.45615854528
1984,126363.44993389258
1279,147674.36730211595
377,248503.64723886782
1252,124220.92588170798
2156,279211.17055991536
499,340640.49549891363
1374,118171.47023955171
2898,282107.33376813313
401,102875.20257325692
2721,173734.36396981086
2078,288918.26026813965
2589,116446.1684411428
1946,237739.0126718342
1334,141077.13422502135
2781,221252.44826535915
431,384477.4382693529
576,190150.39975715938
1474,218116.34296753048
2254,160228.46319546612
2155,283083.8026608234
885,90253.7874564318
643,144730.43014203242
1944,114248.9496710294
480,185972.87004287908
2845,108854.84143984393
2387,313320.3880688379
2407,225977.06332165975
2527,174173.77825762934
2514,149440.1647736572
629,148654.88570992625
80,200115.2553455447
1876,136513.88909515977
1546,122806.36199623789
2518,173171.644483954
2347,147485.73439329723
783,226707.7584071741
1322,28069.65102485042
194,81899.98015313537
1770,310331.8514459568
2143,138121.4699635328
1229,212419.4619136828
511,292757.65668734116
46,246209.4623397707
1348,142031.8618646049
2465,191178.34885471527
387,224266.1928405458
873,236878.16261000658
1918,133366.29947305968
2764,229545.41104375751
2184,113869.74742074744
934,136699.18089426207
1920,134403.13624349257
2631,149494.21738163964
1768,521486.0019349338
2040,119357.27175337015
1749,205111.18363430773
834,230448.17139143666
1457,229265.27658988745
79,123987.07237037344
2302,122262.24441873867
1817,132996.29011100763
2755,229342.2312045077
359,174202.96883846927
2059,106436.20695919415
2092,241135.83315375808
2516,227764.30073887127
150,119556.87224303288
1656,148237.59996892855
83,111026.8774376596
2411,171107.3839786718
795,48217.0330307071
2312,230806.61372255295
2917,78152.2342745216
1624,188613.90108022685
2215,311944.3589223082
1211,157000.76245270637
1485,143968.0229271034
1024,174626.8259794513
570,200922.7317247273
2874,147144.53237362814
700,151380.02834102602
2756,202047.03926187038
2022,193733.94459594222
583,210589.711777711
2392,347512.6826927529
2424,186574.55634616266
212,130091.03820989639
736,125679.40202897455
1610,179726.72272907602
890,127091.616468661
467,171930.12032077907
578,238892.20922238805
1747,184095.90674897062
1149,156425.6455781227
2758,256791.02539085643
857,143512.74678709704
2219,290202.43333734886
733,112772.93311708461
2909,100317.46222298357
1798,251207.0176042379
235,123794.01032234979
2366,123609.27673730213
1027,122729.56122554207
1195,120412.04859991538
1303,-476.01677964883856
148,203521.5451706072
608,172921.09511623625
2515,200908.41968057197
821,243739.787619485
2500,286858.15652059723
745,106063.01667775368
741,144082.86288859215
1611,113778.70022710576
2532,114949.50529966436
1081,239174.9923518006
1692,403521.8952944261
2520,170473.90416173427
276,103385.71042716943
1992,122361.4913899959
663,8568.228765592008
418,126805.39608536454
1733,173089.94686403268
2359,154496.78122101026
253,182513.25913973057
1518,167578.54244421335
2035,144724.2675519806
2919,62578.800989900235
1540,251944.3447966911
2120,148211.61727606846
1674,145696.57702371757
256,183133.24079072606
2361,75867.19546202102
978,57241.58223122668
2280,126156.93497982316
2095,225758.18116537848
1709,344091.46678661957
2801,252966.88408045733
1246,95127.07695925649
2373,88500.46351144105
1055,309067.7178246388
2017,132093.3776221589
1099,299077.2794491961
1344,73871.97841289427
835,216173.25728680787
1117,212491.53628368455
2043,80679.60071254341
2085,122041.79240137723
410,143641.0454887651
2650,123615.1610403671
2867,190456.95767992694
1668,106370.33660452589
1161,168673.142630463
2122,174078.8138474008
2539,151582.47315135624
1047,150663.70626994112
1445,124489.79599562511
541,111862.25401849797
569,215036.7783589395
1276,111692.03288806631
918,176097.37867071296
326,149188.37955233234
1936,111999.82257211558
895,90506.48375378831
257,150139.24971454614
1241,198831.25239220544
1545,122549.54398527328
1189,168432.97665125394
270,142397.57117981848
2066,225692.6043642225
693,98059.65252242074
1259,153333.38683960657
2916,151220.9873346455
2321,269291.5864656962
1977,109782.10595953924
1895,141428.1969198384
1240,183162.61124263168
85,165126.70348947227
1823,135989.97255652363
825,287527.5976052265
110,232816.03015344637
697,118280.75144728643
2297,116274.15121238938
1231,143825.5418566914
1355,135639.7604983223
968,322537.9764815184
584,204604.62579589168
1315,124252.65432965534
1606,148220.63098017665
206,98980.3190257058
1685,341467.0853633659
2016,132115.6830702844
869,197076.0365452039
2135,139273.29217226154
2346,156210.53634935548
2430,233679.56210893905
2198,99903.74694576045
2652,123512.86118219944
27,105186.44552640434
241,145891.38459653175
906,123659.20338112712
1506,95047.39103834477
2098,341912.0561117737
1435,225047.1342772338
2213,144302.20532875965
1274,146359.70012748265
743,16577.178860875283
1737,187296.59721559376
2797,275112.7422735269
2185,48485.486645001205
58,169591.7762474504
830,202379.34179063415
808,115521.98826775761
680,146122.04001158773
1153,122273.1382148249
1291,128537.87079822138
1818,162840.55606915068
2161,178075.82241600464
1883,115995.37157643892
350,393479.0257639964
2473,126934.84284337264
295,205469.9295860708
293,209762.378104801
859,127478.46515344136
288,54948.72594471168
1578,143901.9876607087
102,208001.48266919405
2831,157502.30481265023
1030,153127.2801257061
2551,151560.26943717102
1286,144079.7694425006
958,286135.3958143847
776,125721.42505065311
72,244900.22224008333
2263,238110.0935380999
1866,144430.4616307797
2876,57230.7617089055
2146,242148.42445597076
103,191585.7638528684
1500,134565.61455272842
492,173141.19660657557
167,144175.1478017168
2597,102895.87396645581
2685,109387.76043352843
1035,162145.88651141757
1220,41235.199743951816
2602,157713.35564659286
2159,201128.03860707217
695,156752.45838669402
1109,279969.97803853214
640,190419.07170612796
1652,142318.997626004
2090,159241.61514589484
1188,198443.62007119728
2345,225871.85433752864
1059,399751.4954020875
2751,229488.59926064545
128,229124.4764230157
1523,160974.3834327749
2925,192693.51920786148
2145,313341.64642203815
1121,214667.70853338315
566,285720.857657136
565,248357.74342596286
1331,143119.8714894035
2928,109070.7878753698
156,138659.27277351433
797,153913.50936084447
327,80531.92247352302
2859,153206.46868875303
1453,131533.78988715963
1762,356233.4868772159
1868,212327.33531244664
1760,178240.50214675436
1113,241896.08245221106
1812,179419.21421070147
117,155931.6667012564
1142,223932.70079069893
2342,386626.7471740737
927,145387.33428605608
2478,180609.13829602432
655,48790.83925688232
2064,112403.7617154133
369,292999.51279962464
2239,112480.05574857595
2732,236592.05852704478
1653,159194.90826547728
959,201012.83503746658
2395,337302.9921937084
1412,104320.45817211602
271,241222.49879760924
1484,143400.21646763213
1497,133611.56283621755
552,155720.1977840812
2,130184.02310373992
1855,324229.0892098
4,258292.54547612026
2292,146593.30738863174
134,148921.80969275002
646,98174.29149748583
42,311166.47062611795
532,234656.3956744892
713,41316.60070588242
2561,148716.19768008334
2360,105547.45227440828
1333,132622.6778219035
1407,254130.35641299904
2892,286489.1177540772
574,244605.7254768529
1227,200866.2086822639
2591,212153.16344323845
1476,228486.89645046956
1125,262873.6193927886
1446,161630.05550822706
408,111764.21125942573
1101,299584.67519270413
2251,179932.85307655952
373,192106.42309427366
2554,111585.58706047264
2382,281888.71135185094
1985,81177.54956878809
519,235264.61400185886
1093,198523.2162930341
864,237333.83011766744
2889,160540.4642071365
2308,216326.82226648007
986,151105.84805064872
1302,151186.35723925152
585,141423.77912501723
2708,159910.36536061426
147,147510.17807197454
1441,227866.47744871513
383,162001.3409065192
285,164909.40916163896
181,104328.06381038719
358,179477.41978069578
780,206057.01726639687
258,196568.43227979649
1865,240169.35539593716
692,129461.03547655576
2902,317569.3226798609
508,261005.3130595744
2638,148180.0914767373
36,140812.76241658514
611,174997.57322605656
2281,132100.71765034465
1678,106878.26166704707
1696,427105.09538273833
1557,78965.00414939427
2180,141580.03751727453
1726,241994.45666271716
951,147214.1208560189
267,222688.92430815892
2706,141738.80036074686
2221,266183.0983087411
1357,184875.7700971202
2901,305486.6923214032
347,188297.943322905
2164,193103.22975029892
1586,301285.86788136855
360,161921.26012944177
1769,259062.08659809094
2617,164995.10042262785
1879,138249.13081429282
991,225542.01885418186
1535,133362.5664245789
1191,138319.00945319596
1579,199133.30345183855
1882,133598.88395804723
1510,138175.65876080844
2196,170786.5199475557
1845,187219.1422050529
2336,369484.4012409208
942,91445.7444271812
861,139238.0947209438
2555,118991.81725062532
1392,162464.13876717622
2099,245964.07549173158
1543,123026.4148578833
948,269243.10190503445
1239,196314.6624700004
22,174712.64617941296
2796,251435.01093952596
2747,183609.47235710293
92,301309.8423545306
210,213600.68548703508
1858,195049.12146189625
2228,165684.82051605015
447,250933.28668744076
827,254571.04429471993
1649,211567.2022346998
682,141760.0252866513
2698,123383.9517542077
494,173989.717411693
214,82245.97947773931
2441,231129.94615845988
2679,135010.38653157046
1336,112620.44637705083
465,176337.49405203524
1524,172891.70781278232
2543,114302.70345560697
631,151312.29690493192
2452,307031.97496389085
228,152726.36397827795
126,186331.90958329145
1092,257294.00793888757
1122,198823.24500233802
932,243509.4291532028
1980,86988.4954725893
2171,108811.12758199114
551,160978.93431162476
2768,209997.05789155298
2056,108826.85851054161
1159,361229.4382069013
2645,124160.45932829502
1174,194182.6508023341
2266,230233.15191855142
2462,376097.19170668797
1219,128566.7618226078
2922,199526.10076959783
118,151283.23112248877
474,168664.0907026204
2576,167973.97150813116
872,274633.3507998701
1077,243955.92372658715
1536,176084.21226311065
1150,109929.21060458224
2341,353096.0429345253
1931,140759.0082452299
2785,139361.50357177513
2538,120279.77688879793
597,228698.6671829422
464,235705.0046973336
233,234312.21264608187
2169,130613.91694326125
2123,168474.5117133724
1867,187100.6823528167
137,257100.5476264365
515,235116.62462142942
933,113045.95378060278
2784,191202.47021902268
972,176066.37042656212
599,157246.55263789254
2614,122908.46070550484
2582,123272.0913991651
1409,185255.7444145138
175,76672.77164480198
352,269573.21639166796
976,77893.89012156181
2134,193538.43862771592
984,99979.922511259
2396,344254.9098501791
1673,126901.6858065181
404,136355.81995769212
607,165146.27469569122
814,152693.3706571293
868,191543.40682246376
2271,194293.07188497862
1633,289418.6011860847
337,172079.26649174042
2765,219228.60263807414
1746,255072.64443426864
368,334426.13578936376
2806,219460.50849705888
1662,195118.97627459158
1234,217783.54392520862
1373,125445.2030835069
1672,104691.98628027618
1939,118292.84442705775
