Id,SalePrice
2658,184224.96067889538
2718,173335.2196164481
2414,191608.2757945131
1989,116094.25022177125
625,163004.65281333984
333,111339.59428914159
1327,95473.98679864031
858,133502.9841315878
95,207485.43219820136
1568,159736.1042280246
2482,137526.24342127002
1364,147691.74363874915
2584,177919.60897220965
818,273617.7253967437
2673,182988.52404154485
2089,105068.55926798432
1297,177886.84953607072
790,125187.36387047818
2616,185212.80822930802
720,221366.25191037433
222,112877.05704625818
557,150946.56072881608
1148,190877.81461200945
2766,155583.5343163032
534,189716.9966087773
1452,123325.29947714575
630,119043.87907424397
2648,146879.81949907565
125,149748.92259617004
1904,30181.481203392308
1670,148302.28005603224
756,110530.1839432884
717,294740.26784000715
1032,130315.99631043893
852,234733.29417855182
1731,192994.19631691894
2639,115333.12266151822
2071,83199.61463684641
1267,103010.15669493622
1851,194534.57557487529
567,164869.5091054916
2439,241778.7879944864
1898,149460.18435865978
647,128055.42026339407
2256,197976.88705850788
979,87593.19362832516
1444,215625.6737466937
2485,106866.64919166168
157,114069.51949490022
88,109888.91155493853
2003,112962.68940121695
186,250681.007886915
1425,264852.8206828471
2695,121822.9609979584
738,125327.6823900571
395,136343.778832828
1353,181713.35495723574
1878,135468.25076816356
390,181074.8048992929
1456,230942.44580500422
1103,279165.3723221985
1387,138482.65974418315
2070,141445.59377004544
1199,202696.20092722256
2479,185043.9281747876
501,272110.330735916
2362,56059.25195168398
1718,171459.5844536141
2188,50133.007402164294
1483,150283.11654050503
2557,99451.8225537333
437,326999.43602639774
2224,192213.47774796287
1628,179985.23907851437
397,139688.66823646077
587,172361.2266240636
971,124163.73508172046
2611,127880.6239356451
1887,92394.11653731472
2399,269825.4946953582
2148,177274.53019801129
304,184449.98891386832
1997,132696.14084652963
2817,121114.12333156404
1431,191691.65023374348
427,340077.2824764351
263,124835.74363973981
598,158754.97241833666
2895,246627.7891190048
687,164552.4073238281
1822,126260.08922381114
2191,114278.63287531596
179,140644.9069862883
1009,222958.32266464358
2010,125722.2914892259
1991,174822.21992813522
1411,149011.2106602178
1721,231749.4645508589
1144,203455.29736457608
593,236956.7923808025
575,283085.7116670812
1249,163003.38050041045
1604,126533.37534306425
1064,317361.6278452492
1923,144706.38289134638
1988,91581.69354381657
2325,160754.25601629136
114,224919.34189351636
2700,222196.4443770906
217,101908.22784889693
343,165002.99606487266
386,256091.43882128375
2005,89140.04524971667
2908,108977.40828772393
1814,179862.92464235047
2446,432200.1821814412
208,168726.82767168392
1679,148778.30506238295
822,310859.62745792617
6,174031.42971561488
1781,321377.36819443526
2397,262833.67400828615
2340,252003.63273614383
1618,165167.26783565045
2843,153513.40486641828
1061,338829.5021661539
2786,99438.97412173884
1935,110686.03924180291
1341,125863.4265784701
521,274692.81255226344
2136,119640.76457199844
996,168415.12960084903
227,144653.28406055574
135,168574.4765291528
1167,168112.78310573666
294,199912.3594719511
1776,185282.32031769215
540,201551.0511852475
1717,193953.0935377935
2303,97883.13690181813
116,170117.30832543326
127,115848.04014028731
1371,157695.0177207238
1014,185082.78448302517
1507,87521.43659001708
702,166384.30960607316
750,174125.07031044835
261,166709.09881199137
1559,83081.01149793388
577,206229.57188453432
2812,213429.646011238
2080,202245.74740444124
1368,140480.927549573
2376,107197.7236087987
659,98317.98859791557
1235,128969.69768168553
332,83055.01415862402
1917,129367.37121291895
2094,248732.53405712877
1460,288197.7141942878
1471,191766.65055410902
1509,120435.4709494545
1922,118516.0996298143
433,318635.8742254037
460,232212.48015950713
1116,213516.9984894172
1137,144658.7712413556
53,168247.8786639393
2354,229560.3967048126
1475,196479.9912848579
1761,430717.4324087793
842,117296.8587431075
2739,170844.91035828792
2509,179129.3533348072
1007,216663.2400856517
2610,189136.0055637103
1952,90116.22035715316
2719,183725.76584995614
2921,101718.86071111978
1966,108787.17350406726
292,135057.00999911028
1204,220120.75896318338
1829,227303.16163598135
2419,185086.5224679094
391,154578.09541070537
798,151777.27253300353
481,215987.10406912304
193,231022.25280135922
555,126449.62052544559
899,62709.19311482497
2357,215961.65475413098
328,131470.03602953113
1356,142000.86517944367
1154,116670.73825499997
1730,173757.5485869729
2249,159000.77064923663
1119,272484.4861552529
2856,128245.1259893821
1394,132266.72942168755
2587,142358.9031035796
61,270456.90084345406
2661,223215.83890565467
2711,139078.14614962708
1147,181467.2622740845
757,155192.74775536015
2623,82264.25733240147
2378,177850.94392676625
1413,155329.1449934993
1722,234275.71612012363
1112,212454.08660510596
1623,180320.12792405963
1201,197889.3461442148
1513,114751.16114766261
957,222827.0766247114
1171,252212.2513930645
1145,214532.0792644355
2726,218307.02430892346
703,164413.59748816083
760,82369.28514689184
1964,114796.63446621413
2512,187219.37597758585
159,160571.2771031539
1281,211628.34323084785
468,175135.29806259993
290,129991.83156839258
665,123397.49235653729
1463,282021.10155283124
1792,228016.07000997855
923,119928.86090743961
500,280446.2505065671
1408,160126.71059686475
331,66001.4807583211
170,123002.43643258448
2192,89428.67325854956
2571,324587.339613875
2314,161990.31728321896
2647,119378.25715241654
422,327992.3716475763
2457,293417.5576444417
1838,190930.8327624122
2805,266533.3011509813
1645,185506.38222418085
1711,284085.3079437926
2825,244591.13171215466
322,285530.3189990369
2103,279229.1336187394
342,145126.731644233
600,93915.65781841415
488,182438.41186779263
1725,245360.5304701688
2246,235540.03965765185
2847,166210.77566383308
806,222958.70328957302
530,249395.71274811088
963,186851.4191311794
2678,77679.10512105853
171,80347.97723319643
2401,315968.73930069647
805,213524.15870995767
2259,175258.2728377996
1748,179948.01926682115
1361,157632.85464298606
1677,150040.43711897824
1406,151455.8418027087
2322,209019.49871921737
688,199654.68927405163
143,133270.5765395337
804,200145.44199635467
1214,168812.1461663658
2828,136577.53851634997
1999,243130.76138348778
2467,201485.14866559714
2665,202866.3941788838
1538,319273.86007172853
398,117265.48713921924
2822,141197.73683085723
2157,134571.3611357718
1856,176268.2714758886
1269,105182.85543039572
2570,113825.63616474788
2320,255164.53174269327
1517,180070.06928121822
2304,91884.61918219924
1312,107790.52485570635
2012,150149.37171892016
506,226978.79245015566
2865,234548.3005162382
2367,143805.56392544057
554,127407.37432769788
238,151945.90941614844
1954,125173.04314851042
2488,158457.1417882817
2291,99958.76202810692
1969,94161.06617667945
2725,150991.40154700578
1482,144576.98915534007
